Column,LatLong,Latitude,Longitude,City,cityURI,County,countyQID,State,stateQID
30944,35.41888 -99.2803,35.4189,-99.2803,,,Washita County,Q495958,Oklahoma,Q1649
30994,34.78356 -99.33175,34.7836,-99.3318,,,Jackson County,Q485030,Oklahoma,Q1649
31069,34.50746 -98.97919,34.5075,-98.9792,,,Tillman County,Q489324,Oklahoma,Q1649
31144,35.32062 -99.62425,35.3206,-99.6243,,,Beckham County,Q491646,Oklahoma,Q1649
31169,36.356312 -97.707176,36.3563,-97.7072,Fairmont,Q2187895,Garfield County,Q484729,Oklahoma,Q1649
31176,34.76863 -99.83334,34.7686,-99.8333,,,Harmon County,Q486626,Oklahoma,Q1649
31201,35.70989 -98.81099,35.7099,-98.811,,,Custer County,Q490716,Oklahoma,Q1649
31226,32.48811 -92.18967,32.4881,-92.1897,,,Ouachita Parish,Q507078,Louisiana,Q1588
31264,37.27427 -97.16973,37.2743,-97.1697,Oxford,Q1818312,Sumner County,Q375125,Kansas,Q1558
31273,34.61933 -89.96107,34.6193,-89.9611,Senatobia,Q2073595,Tate County,Q486526,Mississippi,Q1494
31620,37.77347 -75.6529,37.7735,-75.6529,,,Accomack County,Q49289,Virginia,Q1370
31696,35.39518 -100.80277,35.3952,-100.8028,,,Gray County,Q109312,Texas,Q1439
31704,33.768 -114.4707,33.768,-114.4707,,,La Paz County,Q58759,Arizona,Q816
31714,34.14988 -114.2888,34.1499,-114.2888,Parker,Q916314,La Paz County,Q58759,Arizona,Q816
31724,31.829765 -99.975005,31.8298,-99.975,,,Runnels County,Q112634,Texas,Q1439
31764,34.25801 -79.47829,34.258,-79.4783,Pee Dee,Q1687905,Marion County,Q502456,South Carolina,Q1456
31772,34.19363 -79.76906,34.1936,-79.7691,Florence,Q597842,Florence County,Q505987,South Carolina,Q1456
32065,34.19363 -79.76906,34.1936,-79.7691,,,Florence County,Q505987,South Carolina,Q1456
32427,34.30979 -79.74386,34.3098,-79.7439,,,Florence County,Q505987,South Carolina,Q1456
32437,34.29883 -79.73623,34.2988,-79.7362,,,Darlington County,Q502285,South Carolina,Q1456
32447,33.28239 -86.683595,33.2824,-86.6836,,,Shelby County,Q501084,Alabama,Q173
32461,34.48178 -90.77905,34.4818,-90.7791,,,Phillips County,Q61470,Arkansas,Q1612
32481,32.4497 -111.1062,32.4497,-111.1062,Marana,Q762743,Pima County,Q58688,Arizona,Q816
32490,33.2214 -102.8393,33.2214,-102.8393,Plains,Q982455,Yoakum County,Q112619,Texas,Q1439
32524,33.222731 -102.610824,33.2227,-102.6108,,,Yoakum County,Q112619,Texas,Q1439
32544,32.03682 -84.3883,32.0368,-84.3883,Plains,Q608527,Sumter County,Q503076,Georgia,Q1428
33970,33.18661 -102.81865,33.1866,-102.8187,Plains,Q982455,Yoakum County,Q112619,Texas,Q1439
34046,34.19765 -101.69813,34.1977,-101.6981,Plainview,Q982448,Hale County,Q111622,Texas,Q1439
34080,32.53602 -85.89384,32.536,-85.8938,Tallassee,Q79215,Elmore County,Q494630,Alabama,Q173
34320,34.0965 -80.17508,34.0965,-80.1751,,,Lee County,Q304065,South Carolina,Q1456
34330,34.09721 -80.174637,34.0972,-80.1746,,,Lee County,Q304065,South Carolina,Q1456
34340,35.56999 -90.62691,35.57,-90.6269,,,Poinsett County,Q61153,Arkansas,Q1612
34350,30.69432 -91.56029,30.6943,-91.5603,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
34360,30.70626 -91.57892,30.7063,-91.5789,,,Pointe Coupee Parish,Q506951,Louisiana,Q1588
34407,31.12509 -92.26013,31.1251,-92.2601,,,Rapides Parish,Q503870,Louisiana,Q1588
34417,28.61596 -96.62357,28.616,-96.6236,Port Lavaca,Q982477,Calhoun County,Q489377,Texas,Q1439
34448,-89.706463 36.394123,36.3941,-89.7065,,,Pemiscot County,Q497602,Missouri,Q1581
34459,33.2487 -91.4843,33.2487,-91.4843,,,Ashley County,Q61026,Arkansas,Q1612
34479,33.23649 -91.51314,33.2365,-91.5131,Portland,Q80163,Ashley County,Q61026,Arkansas,Q1612
34488,33.99116 -114.39995,33.9912,-114.4,Poston,Q1855103,La Paz County,Q58759,Arizona,Q816
34496,33.90946 -88.45344,33.9095,-88.4534,,,Monroe County,Q491276,Mississippi,Q1494
34506,37.64443 -98.73948,37.6444,-98.7395,,,Pratt County,Q374604,Kansas,Q1558
34549,37.64884 -98.72339,37.6488,-98.7234,,,Pratt County,Q374604,Kansas,Q1558
34577,32.46185 -86.45075,32.4619,-86.4508,Prattville,Q79509,Autauga County,Q156168,Alabama,Q173
35034,32.24773 -83.47608,32.2477,-83.4761,,,Pulaski County,Q498301,Georgia,Q1428
35052,33.1662 -111.4868,33.1662,-111.4868,,,Maricopa County,Q58691,Arizona,Q816
35062,33.24467 -111.63452,33.2447,-111.6345,Queen Creek,Q985299,Maricopa County,Q58691,Arizona,Q816
35072,30.85284 -83.57261,30.8528,-83.5726,,,Brooks County,Q488175,Georgia,Q1428
35084,33.592897 -101.410395,33.5929,-101.4104,,,Crosby County,Q109279,Texas,Q1439
35094,31.11291 -92.24641,31.1129,-92.2464,Echo,Q17515231,Rapides Parish,Q503870,Louisiana,Q1588
35153,35.18434 -89.8164,35.1843,-89.8164,,,Shelby County,Q501602,Tennessee,Q1509
35205,32.25938 -90.4228,32.2594,-90.4228,Raymond,Q1779125,Hinds County,Q486538,Mississippi,Q1494
35280,32.40695 -90.46141,32.407,-90.4614,,,Hinds County,Q486538,Mississippi,Q1494
35364,36.2634 -90.29275,36.2634,-90.2928,Rector,Q79382,Clay County,Q61330,Arkansas,Q1612
35382,32.1001 -93.2912,32.1001,-93.2912,Coushatta,Q2032769,Red River Parish,Q507126,Louisiana,Q1588
35392,32.57368 -111.32727,32.5737,-111.3273,Red Rock,Q7304894,Pinal County,Q58712,Arizona,Q816
35400,28.45866 -96.89278,28.4587,-96.8928,,,Refugio County,Q26705,Texas,Q1439
35410,28.000075 -97.522225,28.0001,-97.5222,,,San Patricio County,Q113132,Texas,Q1439
35560,38.12279 -97.76635,38.1228,-97.7664,,,Reno,Q17199075,Kansas,Q1558
35576,37.98459 -98.03486,37.9846,-98.0349,,,Reno,Q17199075,Kansas,Q1558
35590,33.59499 -101.61676,33.595,-101.6168,Acuff,Q4677866,Lubbock County,Q111790,Texas,Q1439
35629,34.416271 -90.444557,34.4163,-90.4446,Rich,Q7323150,Coahoma County,Q156575,Mississippi,Q1494
35639,26.409675 -98.224065,26.4097,-98.2241,,,Hidalgo County,Q26519,Texas,Q1439
35659,32.72207 -99.84325,32.7221,-99.8433,,,Jones County,Q483895,Texas,Q1439
35672,35.32366 -80.27849,35.3237,-80.2785,,,Stanly County,Q507798,North Carolina,Q1454
35682,32.41465 -91.76495,32.4147,-91.765,,,Richland Parish,Q507028,Louisiana,Q1588
35726,34.86291 -100.2048,34.8629,-100.2048,Wellington,Q979761,Collingsworth County,Q111647,Texas,Q1439
35736,34.62647 -79.13329,34.6265,-79.1333,,,Robeson County,Q507733,North Carolina,Q1454
35750,35.94884 -77.79499,35.9488,-77.795,Rocky Mount,Q1021026,Edgecombe County,Q118127,North Carolina,Q1454
35802,34.34274 -98.87128,34.3427,-98.8713,Hollister,Q2837518,Tillman County,Q489324,Oklahoma,Q1649
35808,33.76096 -91.27501,33.761,-91.275,Rohwer,Q7359850,Desha County,Q61029,Arkansas,Q1612
36354,32.03111 -100.13192,32.0311,-100.1319,,,Runnels County,Q112634,Texas,Q1439
36385,32.60761 -93.752565,32.6076,-93.7526,,,Caddo Parish,Q177562,Louisiana,Q1588
36405,32.83437 -109.70826,32.8344,-109.7083,Safford,Q79767,Graham County,Q58692,Arizona,Q816
36544,27.95808 -97.77217,27.9581,-97.7722,San Patricio,Q974215,Nueces River,Q1468723,Texas,Q1439
36812,33.16302 -111.56461,33.163,-111.5646,San Tan Valley,Q5241708,Maricopa County,Q58691,Arizona,Q816
36824,33.16391 -111.56539,33.1639,-111.5654,San Tan Valley,Q5241708,Pinal County,Q58712,Arizona,Q816
36832,34.28777 -85.9877,34.2878,-85.9877,Crossville,Q67163,DeKalb County,Q494626,Alabama,Q173
36857,34.836825 -79.509595,34.8368,-79.5096,,,Scotland County,Q506690,North Carolina,Q1454
37131,34.87138 -79.48198,34.8714,-79.482,,,Scotland County,Q506690,North Carolina,Q1454
37222,36.25778 -77.618225,36.2578,-77.6182,,,Halifax County,Q509910,North Carolina,Q1454
37232,31.487552 -82.015835,31.4876,-82.0158,,,Screven County,Q503511,Georgia,Q1428
37241,36.49192 -77.44075,36.4919,-77.4408,Seaboard,Q2026315,Northampton County,Q506676,North Carolina,Q1454
37253,32.30191593 -85.97899,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37254,32.30191593 -85.97898,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37255,32.30191593 -85.97900,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37256,32.30191593 -85.97897,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37257,32.30191593 -85.97896,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37258,32.30191593 -85.97901,32.3019,-85.979,,,Macon County,Q502777,Alabama,Q173
37259,36.13821 -90.15922,36.1382,-90.1592,Senath,Q960374,Dunklin County,Q430938,Missouri,Q1581
37631,35.346 -119.2217,35.346,-119.2217,Shafter,Q985258,Kern County,Q108047,California,Q99
37651,35.13903 -89.88222,35.139,-89.8822,,,Shelby County,Q501602,Tennessee,Q1509
37717,33.33147 -89.74096,33.3315,-89.741,Vaiden,Q2300891,Carroll County,Q494905,Mississippi,Q1494
37737,32.40042 -85.94947,32.4004,-85.9495,Shorter,Q67960,Macon County,Q502777,Alabama,Q173
37854,32.400421 -85.949471,32.4004,-85.9495,Shorter,Q67960,Macon County,Q502777,Alabama,Q173
37864,34.12266 -89.39577,34.1227,-89.3958,Slate Springs,Q2533932,Calhoun County,Q489377,Mississippi,Q1494
37874,34.430119 -90.217857,34.4301,-90.2179,Sledge,Q2034205,Quitman County,Q490266,Mississippi,Q1494
37884,30.54568 -96.43346,30.5457,-96.4335,,,Burleson County,Q108821,Texas,Q1439
37896,32.56311 -97.32182,32.5631,-97.3218,,,Burleson County,Q108821,Texas,Q1439
37908,36.70405 -77.09653,36.7041,-77.0965,,,Southampton County,Q337915,Virginia,Q1370
37973,34.93422 -78.39272,34.9342,-78.3927,,,Sampson County,Q507722,North Carolina,Q1454
37983,35.008095 -90.776445,35.0081,-90.7764,,,St. Francis County,Q61145,Arkansas,Q1612
38003,31.944788 -91.227166,31.9448,-91.2272,,,Tensas Parish,Q512911,Louisiana,Q1588
38013,32.03825 -91.24251,32.0383,-91.2425,St. Joseph,Q2562831,Tensas Parish,Q512911,Louisiana,Q1588
38498,31.9504 -91.3766,31.9504,-91.3766,St. Joseph,Q2562831,Tensas Parish,Q512911,Louisiana,Q1588
38586,33.66385 -80.77627,33.6639,-80.7763,St. Matthews,Q1193941,Calhoun County,Q489377,South Carolina,Q1456
38733,35.85744 -101.87457,35.8574,-101.8746,,,Moore County,Q156464,Texas,Q1439
38747,32.8181 -111.9532,32.8181,-111.9532,,,Pinal County,Q58712,Arizona,Q816
38788,33.465919 -88.812881,33.4659,-88.8129,Starkville,Q770470,Oktibbeha County,Q497615,Mississippi,Q1494
38796,29.52551 -95.75685,29.5255,-95.7569,,,Fort Bend County,Q26895,Texas,Q1439
38816,37.22812 -101.321,37.2281,-101.321,,,Stevens County,Q402259,Kansas,Q1558
38895,36.74065 -76.65498,36.7407,-76.655,,,Suffolk,Q342428,Virginia,Q1370
39173,37.11411 -76.88378,37.1141,-76.8838,,,Surry County,Q506209,Virginia,Q1370
39185,26.06698 98.00935,26.067,-98.0094,,,Hidalgo County,Q26519,Texas,Q1439
39195,-83.66 31.52,31.52,-83.66,,,Worth County,Q486154,Georgia,Q1428
39207,32.06474 -82.06551,32.0647,-82.0655,,,Tattnall County,Q505310,Georgia,Q1428
39214,32.54165 -86.31093,32.5417,-86.3109,,,Elmore County,Q494630,Alabama,Q173
39226,33.1467 -90.274,33.1467,-90.274,Tchula,Q953392,Holmes County,Q485426,Mississippi,Q1494
39246,31.93691 -82.9383,31.9369,-82.9383,,,Telfair County,Q691614,Georgia,Q1428
39258,32.02012 -91.31672,32.0201,-91.3167,,,Tensas Parish,Q512911,Louisiana,Q1588
39291,31.98505 -91.32784,31.9851,-91.3278,,,Tensas Parish,Q512911,Louisiana,Q1588
39309,34.72417 -100.53432,34.7242,-100.5343,Memphis,Q979971,Hall County,Q108803,Texas,Q1439
39320,32.563078 -97.322142,32.5631,-97.3221,,,Burleson County,Q108821,Texas,Q1439
39330,30.85319 -96.976844,30.8532,-96.9768,,,Cameron County,Q27051,Texas,Q1439
39339,33.800461 -101.188408,33.8005,-101.1884,Mount Blanco,,Crosby County,Q109279,Texas,Q1439
39353,32.736462 -101.952087,32.7365,-101.9521,Lamesa,Q970422,Dawson County,Q110670,Texas,Q1439
39361,29.098874 -97.365803,29.0989,-97.3658,,,DeWitt County,Q26712,Texas,Q1439
39370,29.525496 -95.756851,29.5255,-95.7569,,,Fort Bend County,Q26895,Texas,Q1439
39379,"34.188591,-101.952927",34.1886,-101.9529,Halfway,Q116535266,Hale County,Q111622,Texas,Q1439
39387,26.098342 -98.269917,26.0983,-98.2699,,,Hidalgo County,Q26519,Texas,Q1439
39405,33.41135 -102.158638,33.4114,-102.1586,Ropesville,Q1014938,Hockley,Q3477808,Texas,Q1439
39413,33.166439 -101.796448,33.1664,-101.7964,Tahoka,Q982084,Lynn County,Q114323,Texas,Q1439
39421,28.691225 -95.967544,28.6912,-95.9675,,,Matagorda County,Q485910,Texas,Q1439
39431,29.79999 -99.252149,29.8,-99.2521,,,Medina County,Q110421,Texas,Q1439
39441,31.432909 -93.844991,31.4329,-93.845,,,Milam County,Q26716,Texas,Q1439
39451,34.39637 -103.033524,34.3964,-103.0335,Farwell,Q981214,Parmer County,Q484521,Texas,Q1439
39465,28.305989 -97.275,28.306,-97.275,,,Refugio County,Q26705,Texas,Q1439
39485,31.829765 -99.975002,31.8298,-99.975,,,Runnels County,Q112634,Texas,Q1439
39500,31.4615 -100.442421,31.4615,-100.4424,San Angelo,Q925598,Tom Green County,Q113396,Texas,Q1439
39533,31.39591 -100.689552,31.3959,-100.6896,,,Tom Green County,Q113396,Texas,Q1439
39572,29.32036 -96.099164,29.3204,-96.0992,,,Wharton County,Q483916,Texas,Q1439
39582,33.6095 -101.9051,33.6095,-101.9051,Lubbock,Q49273,Lubbock County,Q111790,Texas,Q1439
39746,32.84915 -109.76,32.8492,-109.76,Thatcher,Q512101,Graham County,Q58692,Arizona,Q816
39764,32.8601 -109.7726,32.8601,-109.7726,,,Graham County,Q58692,Arizona,Q816
39788,30.59212 -97.29424,30.5921,-97.2942,Thrall,Q981691,Williamson County,Q112686,Texas,Q1439
39988,36.731157 -76.588952,36.7312,-76.589,,,Suffolk,Q342428,Virginia,Q1370
40020,31.46102 -83.52077,31.461,-83.5208,,,Tift County,Q498346,Georgia,Q1428
40029,31.45138 -83.50932,31.4514,-83.5093,Tifton,Q2729512,Tift County,Q498346,Georgia,Q1428
41357,34.3767 -98.923835,34.3767,-98.9238,,,Tillman County,Q489324,Oklahoma,Q1649
41371,36.06506 -119.31513,36.0651,-119.3151,Tipton,Q2849923,Tulare County,Q109686,California,Q99
41379,35.506425 -89.8245,35.5064,-89.8245,,,Tipton County,Q474999,Tennessee,Q1509
41450,35.48631 -89.76127,35.4863,-89.7613,,,Tipton County,Q474999,Tennessee,Q1509
41460,32.74306 -100.4012,32.7431,-100.4012,,,Fisher County,Q109975,Texas,Q1439
41470,31.63518 -100.65898,31.6352,-100.659,,,Tom Green County,Q113396,Texas,Q1439
41501,36.30662 -101.92898,36.3066,-101.929,,,Sherman County,Q114423,Texas,Q1439
41516,34.81759 -99.85977,34.8176,-99.8598,,,Harmon County,Q486626,Oklahoma,Q1649
41526,34.68178 -99.91247,34.6818,-99.9125,Hollis,Q525880,Harmon County,Q486626,Oklahoma,Q1649
41543,34.70577 -99.965,34.7058,-99.965,,,Harmon County,Q486626,Oklahoma,Q1649
41552,31.08501 -92.0312,31.085,-92.0312,,,Avoyelles Parish,Q504435,Louisiana,Q1588
41563,33.45461 -90.99426,33.4546,-90.9943,Tribbett,Q7840342,Washington County,Q484643,Mississippi,Q1494
41852,33.34698 -90.79868,33.347,-90.7987,Tribbett,Q7840342,Washington County,Q484643,Mississippi,Q1494
41930,34.5509 -101.7483,34.5509,-101.7483,Tulia,Q974357,Swisher County,Q112882,Texas,Q1439
41998,31.54662 -83.85055,31.5466,-83.8506,,,Worth County,Q486154,Georgia,Q1428
42019,30.46923 -83.87843,30.4692,-83.8784,,,Jefferson County,Q488859,Florida,Q812
42032,32.57133 -89.12191,32.5713,-89.1219,Union,Q2301085,Neshoba County,Q426398,Mississippi,Q1494
42042,33.942509 -113.177147,33.9425,-113.1771,Aguila,Q3476619,Maricopa County,Q58691,Arizona,Q816
42058,32.825321 -113.442139,32.8253,-113.4421,Aztec,Q5715129,Yuma County,Q58698,Arizona,Q816
42068,31.88204 -109.661163,31.882,-109.6612,Sunizona,Q7640397,Cochise County,Q58774,Arizona,Q816
42077,32.977619 -111.517029,32.9776,-111.517,Coolidge,Q80067,Pinal County,Q58712,Arizona,Q816
42087,33.058472 -112.048012,33.0585,-112.048,Maricopa,Q79877,Pinal County,Q58712,Arizona,Q816
42142,33.436298 -112.358299,33.4363,-112.3583,Goodyear,Q79457,Maricopa County,Q58691,Arizona,Q816
42153,32.460571 -111.218109,32.4606,-111.2181,Marana,Q762743,Pima County,Q58688,Arizona,Q816
42163,34.149879 -114.288803,34.1499,-114.2888,Parker,Q916314,La Paz County,Q58759,Arizona,Q816
42173,32.83437 -109.708237,32.8344,-109.7082,Safford,Q79767,Graham County,Q58692,Arizona,Q816
42230,32.849152 -109.760017,32.8492,-109.76,Thatcher,Q512101,Graham County,Q58692,Arizona,Q816
42240,32.684849 -114.624611,32.6849,-114.6246,Yuma,Q79820,Yuma County,Q58698,Arizona,Q816
42287,33.050386 -81.928955,33.0504,-81.929,,,Burke County,Q211360,Georgia,Q1428
42305,32.413805 -82.086544,32.4138,-82.0865,,,Candler County,Q488224,Georgia,Q1428
42314,31.172165 -84.733384,31.1722,-84.7334,,,Colquitt County,Q113005,Georgia,Q1428
42323,32.348745 -81.333687,32.3487,-81.3337,,,Effingham County,Q156637,Georgia,Q1428
42332,33.532195 -82.130534,33.5322,-82.1305,,,Evans County,Q493044,Georgia,Q1428
42350,31.620785 -83.249672,31.6208,-83.2497,,,Irwin County,Q492057,Georgia,Q1428
42359,31.82123 -82.633858,31.8212,-82.6339,,,Jeff Davis County,Q493071,Georgia,Q1428
42377,34.118657 -83.570979,34.1187,-83.571,,,Jefferson County,Q486386,Georgia,Q1428
42395,32.780346 -81.957836,32.7803,-81.9578,,,Jenkins County,Q389551,Georgia,Q1428
42404,32.66585 -82.69574,32.6659,-82.6957,,,Johnson County,Q163529,Georgia,Q1428
42413,31.775135 -84.747234,31.7751,-84.7472,,,Randolph County,Q498307,Georgia,Q1428
42422,32.67519 -83.418831,32.6752,-83.4188,,,Twiggs County,Q503551,Georgia,Q1428
42431,31.5782 -81.879993,31.5782,-81.88,,,Wayne County,Q491762,Georgia,Q1428
42440,31.583924 -83.84116,31.5839,-83.8412,,,Worth County,Q486154,Georgia,Q1428
42449,29.0129 -96.6883,29.0129,-96.6883,El toro,Q116534727,Jackson County,Q485030,Texas,Q1439
42451,29.2095 -99.7858,29.2095,-99.7858,Uvalde,Q868860,Uvalde County,Q26697,Texas,Q1439
42453,33.65497 -90.05395,33.655,-90.054,,,Carroll County,Q494905,Mississippi,Q1494
42473,33.9472 -89.1968,33.9472,-89.1968,Vardaman,Q2300967,Calhoun County,Q489377,Mississippi,Q1494
42483,31.19831 100.06056,31.1983,-100.0606,,,Concho County,Q109795,Texas,Q1439
42494,28.80593 -97.00357,28.8059,-97.0036,,,Victoria County,Q26699,Texas,Q1439
42541,32.15722 -83.79359,32.1572,-83.7936,,,Dooly County,Q492036,Georgia,Q1428
42553,33.65278 -80.747609,33.6528,-80.7476,,,Calhoun County,Q489377,South Carolina,Q1456
42563,33.652744 -80.747704,33.6527,-80.7477,,,Calhoun County,Q489377,South Carolina,Q1456
42573,35.861985 -76.60028,35.862,-76.6003,,,Washington County,Q484643,North Carolina,Q1454
42769,32.96578 -82.79696,32.9658,-82.797,,,Washington County,Q484643,Georgia,Q1428
42781,35.8663 -76.58688,35.8663,-76.5869,,,Washington County,Q484643,North Carolina,Q1454
42872,35.28134 -98.9913,35.2813,-98.9913,,,Washita County,Q495958,Oklahoma,Q1649
42879,31.835 -91.3655,31.835,-91.3655,Waterproof,Q2297051,Tensas Parish,Q512911,Louisiana,Q1588
42889,35.372205 -78.052255,35.3722,-78.0523,,,Wayne County,Q506569,North Carolina,Q1454
42909,31.57747 -81.92089,31.5775,-81.9209,,,Wayne County,Q491762,Georgia,Q1428
42927,32.87312 -91.4302,32.8731,-91.4302,,,West Carroll Parish,Q1139827,Louisiana,Q1588
42932,34.01461 -118.2256,34.0146,-118.2256,Westside,Q1410741,Los Angeles County,Q104994,California,Q99
42945,30.95138 -87.15109,30.9514,-87.1511,Jay,Q962926,Santa Rosa County,Q494500,Florida,Q812
43051,29.28921 -96.19214,29.2892,-96.1921,,,Wharton County,Q483916,Texas,Q1439
43062,29.32036 -96.09916,29.3204,-96.0992,,,Wharton County,Q483916,Texas,Q1439
43105,35.42764 -101.32846,35.4276,-101.3285,,,Carson County,Q109155,Texas,Q1439
43117,26.44601 -97.72396,26.446,-97.724,,,Willacy County,Q114503,Texas,Q1439
43127,31.9774 -109.8591,31.9774,-109.8591,,,Cochise County,Q58774,Arizona,Q816
43137,32.25314 -109.83208,32.2531,-109.8321,Willcox,Q79450,Cochise County,Q58774,Arizona,Q816
43145,30.62105 -97.67144,30.6211,-97.6714,,,Williamson County,Q112686,Texas,Q1439
43154,30.59317 -97.69145,30.5932,-97.6915,,,Williamson County,Q112686,Texas,Q1439
43198,35.719905 -77.926805,35.7199,-77.9268,,,Wilson County,Q510900,North Carolina,Q1454
43208,37.24081 -96.9972,37.2408,-96.9972,Winfield,Q628263,Cowley County,Q376464,Kansas,Q1558
43231,32.140916 -91.699816,32.1409,-91.6998,,,Franklin Parish,Q504391,Louisiana,Q1588
43241,35.21142 -91.25571,35.2114,-91.2557,,,Woodruff County,Q61204,Arkansas,Q1612
43251,36.42938 -120.10307,36.4294,-120.1031,"Five Points, Fresno County, California",Q5456075,Fresno County,Q271915,California,Q99
43305,32.84779 -90.41503,32.8478,-90.415,Yazoo City,Q983832,Yazoo,Q1201857,Mississippi,Q1494
43354,29.06157 -97.471149,29.0616,-97.4711,,,DeWitt County,Q26712,Texas,Q1439
43364,32.68485 -114.62461,32.6849,-114.6246,Yuma,Q79820,Yuma County,Q58698,Arizona,Q816
43460,32.8257 -113.52519,32.8257,-113.5252,,,Yuma County,Q58698,Arizona,Q816
